player,overs,maidens,runs,wickets,economy,average,sr,opposition,ground,date
PJ Cummins (AUSTRALIA),10,0,52,0,5.2,-0,-0,v India,Melbourne,18/01/15
JP Faulkner (AUSTRALIA),10,0,63,1,6.3,63,60,v India,Melbourne,18/01/15
B Kumar (INDIA),9.5,0,44,1,4.47,44,59,v Australia,Melbourne,18/01/15
GJ Maxwell (AUSTRALIA),2,0,14,0,7,-0,-0,v India,Melbourne,18/01/15
Mohammed Shami (INDIA),8.1,0,44,1,5.38,44,49,v Australia,Melbourne,18/01/15
AR Patel (INDIA),10,0,45,1,4.5,45,60,v Australia,Melbourne,18/01/15
SK Raina (INDIA),2,0,24,0,12,-0,-0,v Australia,Melbourne,18/01/15
GS Sandhu (AUSTRALIA),10,0,58,1,5.8,58,60,v India,Melbourne,18/01/15
MA Starc (AUSTRALIA),10,2,43,6,4.3,7.16,10,v India,Melbourne,18/01/15
SR Watson (AUSTRALIA),8,0,33,0,4.12,-0,-0,v India,Melbourne,18/01/15
UT Yadav (INDIA),10,1,55,2,5.5,27.5,30,v Australia,Melbourne,18/01/15
STR Binny (INDIA),7,0,34,1,4.85,34,42,v England,Brisbane,20/01/15
B Kumar (INDIA),2,0,18,0,9,-0,-0,v England,Brisbane,20/01/15
Mohammed Shami (INDIA),4,0,23,0,5.75,-0,-0,v England,Brisbane,20/01/15
AR Patel (INDIA),7.3,0,32,0,4.26,-0,-0,v England,Brisbane,20/01/15
SK Raina (INDIA),1,0,7,0,7,-0,-0,v England,Brisbane,20/01/15
UT Yadav (INDIA),6,0,42,0,7,-0,-0,v England,Brisbane,20/01/15
PJ Cummins (AUSTRALIA),10,0,74,1,7.4,74,60,v England,Hobart,23/01/15
JP Faulkner (AUSTRALIA),10,0,59,1,5.9,59,60,v England,Hobart,23/01/15
MC Henriques (AUSTRALIA),7,0,34,1,4.85,34,42,v England,Hobart,23/01/15
GJ Maxwell (AUSTRALIA),3,0,22,0,7.33,-0,-0,v England,Hobart,23/01/15
GS Sandhu (AUSTRALIA),10,0,49,2,4.9,24.5,30,v England,Hobart,23/01/15
MA Starc (AUSTRALIA),10,0,60,1,6,60,60,v England,Hobart,23/01/15
XJ Doherty (AUSTRALIA),3,0,10,0,3.33,-0,-0,v India,Sydney,26/01/15
JP Faulkner (AUSTRALIA),1,0,2,0,2,-0,-0,v India,Sydney,26/01/15
JR Hazlewood (AUSTRALIA),5,0,25,0,5,-0,-0,v India,Sydney,26/01/15
MR Marsh (AUSTRALIA),3,0,21,1,7,21,18,v India,Sydney,26/01/15
MA Starc (AUSTRALIA),4,0,11,1,2.75,11,24,v India,Sydney,26/01/15
STR Binny (INDIA),8,0,33,3,4.12,11,16,v England,Perth,30/01/15
RA Jadeja (INDIA),9.5,0,62,0,6.3,-0,-0,v England,Perth,30/01/15
Mohammed Shami (INDIA),9,0,31,1,3.44,31,54,v England,Perth,30/01/15
AR Patel (INDIA),10,1,39,1,3.9,39,60,v England,Perth,30/01/15
MM Sharma (INDIA),10,1,36,2,3.6,18,30,v England,Perth,30/01/15
JP Faulkner (AUSTRALIA),2.3,1,11,1,4.4,11,15,v England,Perth,01/02/15
AJ Finch (AUSTRALIA),0.3,0,3,0,6,-0,-0,v England,Perth,01/02/15
JR Hazlewood (AUSTRALIA),6.1,2,13,2,2.1,6.5,18.5,v England,Perth,01/02/15
MG Johnson (AUSTRALIA),7,2,27,3,3.85,9,14,v England,Perth,01/02/15
MR Marsh (AUSTRALIA),7,0,18,0,2.57,-0,-0,v England,Perth,01/02/15
GJ Maxwell (AUSTRALIA),9,0,46,4,5.11,11.5,13.5,v England,Perth,01/02/15
MA Starc (AUSTRALIA),7,0,40,0,5.71,-0,-0,v England,Perth,01/02/15
JR Hazlewood (AUSTRALIA),6.5,0,45,0,6.58,-0,-0,v England,Melbourne,14/02/15
MG Johnson (AUSTRALIA),8,0,36,2,4.5,18,24,v England,Melbourne,14/02/15
MR Marsh (AUSTRALIA),9,0,33,5,3.66,6.6,10.8,v England,Melbourne,14/02/15
GJ Maxwell (AUSTRALIA),4,0,33,0,8.25,-0,-0,v England,Melbourne,14/02/15
SPD Smith (AUSTRALIA),2,0,19,0,9.5,-0,-0,v England,Melbourne,14/02/15
MA Starc (AUSTRALIA),9,1,47,2,5.22,23.5,27,v England,Melbourne,14/02/15
SR Watson (AUSTRALIA),3,0,13,0,4.33,-0,-0,v England,Melbourne,14/02/15
R Ashwin (INDIA),8,3,41,1,5.12,41,48,v Pakistan,Adelaide,15/02/15
RA Jadeja (INDIA),10,0,56,1,5.6,56,60,v Pakistan,Adelaide,15/02/15
Mohammed Shami (INDIA),9,1,35,4,3.88,8.75,13.5,v Pakistan,Adelaide,15/02/15
SK Raina (INDIA),1,0,6,0,6,-0,-0,v Pakistan,Adelaide,15/02/15
MM Sharma (INDIA),9,0,35,2,3.88,17.5,27,v Pakistan,Adelaide,15/02/15
UT Yadav (INDIA),10,0,50,2,5,25,30,v Pakistan,Adelaide,15/02/15
R Ashwin (INDIA),10,0,41,3,4.1,13.66,20,v South Africa,Melbourne,22/02/15
RA Jadeja (INDIA),8.2,0,37,1,4.44,37,50,v South Africa,Melbourne,22/02/15
Mohammed Shami (INDIA),8,1,30,2,3.75,15,24,v South Africa,Melbourne,22/02/15
SK Raina (INDIA),1,0,3,0,3,-0,-0,v South Africa,Melbourne,22/02/15
MM Sharma (INDIA),7,0,31,2,4.42,15.5,21,v South Africa,Melbourne,22/02/15
UT Yadav (INDIA),6,0,34,0,5.66,-0,-0,v South Africa,Melbourne,22/02/15
PJ Cummins (AUSTRALIA),6.1,0,38,2,6.16,19,18.5,v New Zealand,Auckland,28/02/15
MG Johnson (AUSTRALIA),6,1,68,0,11.33,-0,-0,v New Zealand,Auckland,28/02/15
MR Marsh (AUSTRALIA),1,0,11,0,11,-0,-0,v New Zealand,Auckland,28/02/15
GJ Maxwell (AUSTRALIA),1,0,7,1,7,7,6,v New Zealand,Auckland,28/02/15
MA Starc (AUSTRALIA),9,0,28,6,3.11,4.66,9,v New Zealand,Auckland,28/02/15
R Ashwin (INDIA),10,1,25,4,2.5,6.25,15,v U.A.E.,Perth,28/02/15
RA Jadeja (INDIA),5,0,23,2,4.6,11.5,15,v U.A.E.,Perth,28/02/15
B Kumar (INDIA),5,0,19,1,3.8,19,30,v U.A.E.,Perth,28/02/15
MM Sharma (INDIA),5,1,16,1,3.2,16,30,v U.A.E.,Perth,28/02/15
UT Yadav (INDIA),6.3,2,15,2,2.3,7.5,19.5,v U.A.E.,Perth,28/02/15
MJ Clarke (AUSTRALIA),5,0,14,1,2.8,14,30,v Afghanistan,Perth,04/03/15
JP Faulkner (AUSTRALIA),4,0,8,0,2,-0,-0,v Afghanistan,Perth,04/03/15
JR Hazlewood (AUSTRALIA),8,1,25,2,3.12,12.5,24,v Afghanistan,Perth,04/03/15
MG Johnson (AUSTRALIA),7.3,0,22,4,2.93,5.5,11.2,v Afghanistan,Perth,04/03/15
MR Marsh (AUSTRALIA),3,0,25,0,8.33,-0,-0,v Afghanistan,Perth,04/03/15
GJ Maxwell (AUSTRALIA),4,1,21,1,5.25,21,24,v Afghanistan,Perth,04/03/15
MA Starc (AUSTRALIA),6,0,18,2,3,9,18,v Afghanistan,Perth,04/03/15
R Ashwin (INDIA),9,0,38,1,4.22,38,54,v West Indies,Perth,06/03/15
RA Jadeja (INDIA),8.2,0,27,2,3.24,13.5,25,v West Indies,Perth,06/03/15
Mohammed Shami (INDIA),8,2,35,3,4.37,11.66,16,v West Indies,Perth,06/03/15
MM Sharma (INDIA),9,2,35,1,3.88,35,54,v West Indies,Perth,06/03/15
UT Yadav (INDIA),10,1,42,2,4.2,21,30,v West Indies,Perth,06/03/15
XJ Doherty (AUSTRALIA),7,0,60,0,8.57,-0,-0,v Sri Lanka,Sydney,08/03/15
JP Faulkner (AUSTRALIA),9,0,48,3,5.33,16,18,v Sri Lanka,Sydney,08/03/15
MG Johnson (AUSTRALIA),9,0,62,2,6.88,31,27,v Sri Lanka,Sydney,08/03/15
GJ Maxwell (AUSTRALIA),6,0,35,0,5.83,-0,-0,v Sri Lanka,Sydney,08/03/15
MA Starc (AUSTRALIA),8.2,0,29,2,3.48,14.5,25,v Sri Lanka,Sydney,08/03/15
SR Watson (AUSTRALIA),7,0,71,1,10.14,71,42,v Sri Lanka,Sydney,08/03/15
R Ashwin (INDIA),10,1,38,2,3.8,19,30,v Ireland,Hamilton,10/03/15
RA Jadeja (INDIA),7,0,45,1,6.42,45,42,v Ireland,Hamilton,10/03/15
Mohammed Shami (INDIA),9,0,41,3,4.55,13.66,18,v Ireland,Hamilton,10/03/15
SK Raina (INDIA),10,0,40,1,4,40,60,v Ireland,Hamilton,10/03/15
MM Sharma (INDIA),6,0,38,1,6.33,38,36,v Ireland,Hamilton,10/03/15
RG Sharma (INDIA),3,0,21,0,7,-0,-0,v Ireland,Hamilton,10/03/15
UT Yadav (INDIA),4,0,34,1,8.5,34,24,v Ireland,Hamilton,10/03/15
R Ashwin (INDIA),10,0,75,1,7.5,75,60,v Zimbabwe,Auckland,14/03/15
RA Jadeja (INDIA),10,0,71,0,7.1,-0,-0,v Zimbabwe,Auckland,14/03/15
Mohammed Shami (INDIA),9,2,48,3,5.33,16,18,v Zimbabwe,Auckland,14/03/15
MM Sharma (INDIA),10,1,48,3,4.8,16,20,v Zimbabwe,Auckland,14/03/15
UT Yadav (INDIA),9.5,1,43,3,4.37,14.33,19.6,v Zimbabwe,Auckland,14/03/15
PJ Cummins (AUSTRALIA),7,1,42,3,6,14,14,v Scotland,Hobart,14/03/15
JP Faulkner (AUSTRALIA),3,0,15,0,5,-0,-0,v Scotland,Hobart,14/03/15
MG Johnson (AUSTRALIA),4,1,16,1,4,16,24,v Scotland,Hobart,14/03/15
GJ Maxwell (AUSTRALIA),4,0,24,1,6,24,24,v Scotland,Hobart,14/03/15
MA Starc (AUSTRALIA),4.4,1,14,4,3,3.5,7,v Scotland,Hobart,14/03/15
SR Watson (AUSTRALIA),3,0,18,1,6,18,18,v Scotland,Hobart,14/03/15
R Ashwin (INDIA),10,1,30,0,3,-0,-0,v Bangladesh,Melbourne,19/03/15
RA Jadeja (INDIA),8,0,42,2,5.25,21,24,v Bangladesh,Melbourne,19/03/15
Mohammed Shami (INDIA),8,1,37,2,4.62,18.5,24,v Bangladesh,Melbourne,19/03/15
SK Raina (INDIA),3,1,15,0,5,-0,-0,v Bangladesh,Melbourne,19/03/15
MM Sharma (INDIA),7,0,36,1,5.14,36,42,v Bangladesh,Melbourne,19/03/15
UT Yadav (INDIA),9,1,31,4,3.44,7.75,13.5,v Bangladesh,Melbourne,19/03/15
JP Faulkner (AUSTRALIA),7.5,0,31,1,3.95,31,47,v Pakistan,Adelaide,20/03/15
JR Hazlewood (AUSTRALIA),10,1,35,4,3.5,8.75,15,v Pakistan,Adelaide,20/03/15
MG Johnson (AUSTRALIA),10,0,42,1,4.2,42,60,v Pakistan,Adelaide,20/03/15
GJ Maxwell (AUSTRALIA),7,0,43,2,6.14,21.5,21,v Pakistan,Adelaide,20/03/15
MA Starc (AUSTRALIA),10,1,40,2,4,20,30,v Pakistan,Adelaide,20/03/15
SR Watson (AUSTRALIA),5,0,17,0,3.4,-0,-0,v Pakistan,Adelaide,20/03/15
R Ashwin (INDIA),10,0,42,1,4.2,42,60,v Australia,Sydney,26/03/15
JP Faulkner (AUSTRALIA),9,1,59,3,6.55,19.66,18,v India,Sydney,26/03/15
JR Hazlewood (AUSTRALIA),10,1,41,1,4.1,41,60,v India,Sydney,26/03/15
RA Jadeja (INDIA),10,0,56,0,5.6,-0,-0,v Australia,Sydney,26/03/15
MG Johnson (AUSTRALIA),10,0,50,2,5,25,30,v India,Sydney,26/03/15
V Kohli (INDIA),1,0,7,0,7,-0,-0,v Australia,Sydney,26/03/15
GJ Maxwell (AUSTRALIA),5,0,18,0,3.6,-0,-0,v India,Sydney,26/03/15
Mohammed Shami (INDIA),10,0,68,0,6.8,-0,-0,v Australia,Sydney,26/03/15
MM Sharma (INDIA),10,0,75,2,7.5,37.5,30,v Australia,Sydney,26/03/15
MA Starc (AUSTRALIA),8.5,0,28,2,3.16,14,26.5,v India,Sydney,26/03/15
SR Watson (AUSTRALIA),4,0,29,0,7.25,-0,-0,v India,Sydney,26/03/15
UT Yadav (INDIA),9,0,72,4,8,18,13.5,v Australia,Sydney,26/03/15
JP Faulkner (AUSTRALIA),9,1,36,3,4,12,18,v New Zealand,Melbourne,29/03/15
JR Hazlewood (AUSTRALIA),8,2,30,0,3.75,-0,-0,v New Zealand,Melbourne,29/03/15
MG Johnson (AUSTRALIA),9,0,30,3,3.33,10,18,v New Zealand,Melbourne,29/03/15
GJ Maxwell (AUSTRALIA),7,0,37,1,5.28,37,42,v New Zealand,Melbourne,29/03/15
MA Starc (AUSTRALIA),8,0,20,2,2.5,10,24,v New Zealand,Melbourne,29/03/15
SR Watson (AUSTRALIA),4,0,23,0,5.75,-0,-0,v New Zealand,Melbourne,29/03/15
R Ashwin (INDIA),10,0,51,3,5.1,17,20,v Bangladesh,Dhaka,18/06/15
RA Jadeja (INDIA),8,0,48,1,6,48,48,v Bangladesh,Dhaka,18/06/15
V Kohli (INDIA),2,0,12,0,6,-0,-0,v Bangladesh,Dhaka,18/06/15
B Kumar (INDIA),7,0,37,2,5.28,18.5,21,v Bangladesh,Dhaka,18/06/15
SK Raina (INDIA),10,0,40,0,4,-0,-0,v Bangladesh,Dhaka,18/06/15
MM Sharma (INDIA),4.4,0,53,1,11.35,53,28,v Bangladesh,Dhaka,18/06/15
UT Yadav (INDIA),8,0,58,2,7.25,29,24,v Bangladesh,Dhaka,18/06/15
R Ashwin (INDIA),10,2,32,1,3.2,32,60,v Bangladesh,Dhaka,21/06/15
RA Jadeja (INDIA),7,0,28,0,4,-0,-0,v Bangladesh,Dhaka,21/06/15
DS Kulkarni (INDIA),7,0,42,1,6,42,42,v Bangladesh,Dhaka,21/06/15
B Kumar (INDIA),5,0,32,0,6.4,-0,-0,v Bangladesh,Dhaka,21/06/15
AR Patel (INDIA),7,0,48,1,6.85,48,42,v Bangladesh,Dhaka,21/06/15
SK Raina (INDIA),2,0,14,0,7,-0,-0,v Bangladesh,Dhaka,21/06/15
R Ashwin (INDIA),10,1,35,2,3.5,17.5,30,v Bangladesh,Dhaka,24/06/15
STR Binny (INDIA),6,0,41,1,6.83,41,36,v Bangladesh,Dhaka,24/06/15
DS Kulkarni (INDIA),8,0,34,2,4.25,17,24,v Bangladesh,Dhaka,24/06/15
AR Patel (INDIA),9,1,44,1,4.88,44,54,v Bangladesh,Dhaka,24/06/15
SK Raina (INDIA),8,0,45,3,5.62,15,16,v Bangladesh,Dhaka,24/06/15
AT Rayudu (INDIA),2,1,5,1,2.5,5,12,v Bangladesh,Dhaka,24/06/15
UT Yadav (INDIA),4,0,33,0,8.25,-0,-0,v Bangladesh,Dhaka,24/06/15
STR Binny (INDIA),10,0,54,2,5.4,27,30,v Zimbabwe,Harare,10/07/15
Harbhajan Singh (INDIA),10,0,46,1,4.6,46,60,v Zimbabwe,Harare,10/07/15
DS Kulkarni (INDIA),9,0,60,1,6.66,60,54,v Zimbabwe,Harare,10/07/15
B Kumar (INDIA),10,1,35,1,3.5,35,60,v Zimbabwe,Harare,10/07/15
AR Patel (INDIA),10,1,41,2,4.1,20.5,30,v Zimbabwe,Harare,10/07/15
MK Tiwary (INDIA),1,0,6,0,6,-0,-0,v Zimbabwe,Harare,10/07/15
STR Binny (INDIA),7,0,42,1,6,42,42,v Zimbabwe,Harare,12/07/15
Harbhajan Singh (INDIA),10,0,29,1,2.9,29,60,v Zimbabwe,Harare,12/07/15
DS Kulkarni (INDIA),9,1,39,1,4.33,39,54,v Zimbabwe,Harare,12/07/15
B Kumar (INDIA),10,3,33,4,3.3,8.25,15,v Zimbabwe,Harare,12/07/15
AR Patel (INDIA),10,1,40,1,4,40,60,v Zimbabwe,Harare,12/07/15
M Vijay (INDIA),3,0,18,0,6,-0,-0,v Zimbabwe,Harare,12/07/15
STR Binny (INDIA),10,1,55,3,5.5,18.33,20,v Zimbabwe,Harare,14/07/15
Harbhajan Singh (INDIA),10,0,35,2,3.5,17.5,30,v Zimbabwe,Harare,14/07/15
B Kumar (INDIA),6,1,12,0,2,-0,-0,v Zimbabwe,Harare,14/07/15
AR Patel (INDIA),6.4,0,39,2,5.85,19.5,20,v Zimbabwe,Harare,14/07/15
MM Sharma (INDIA),7,0,33,2,4.71,16.5,21,v Zimbabwe,Harare,14/07/15
M Vijay (INDIA),3,0,19,1,6.33,19,18,v Zimbabwe,Harare,14/07/15
NM Coulter-Nile (AUSTRALIA),4.4,0,13,3,2.78,4.33,9.3,v Ireland,Belfast,27/08/15
PJ Cummins (AUSTRALIA),5,0,19,2,3.8,9.5,15,v Ireland,Belfast,27/08/15
MR Marsh (AUSTRALIA),3,0,26,0,8.66,-0,-0,v Ireland,Belfast,27/08/15
GJ Maxwell (AUSTRALIA),4,0,41,2,10.25,20.5,12,v Ireland,Belfast,27/08/15
MA Starc (AUSTRALIA),5,0,34,2,6.8,17,15,v Ireland,Belfast,27/08/15
SR Watson (AUSTRALIA),2,0,12,0,6,-0,-0,v Ireland,Belfast,27/08/15
NM Coulter-Nile (AUSTRALIA),8,1,39,2,4.87,19.5,24,v England,Southampton,03/09/15
PJ Cummins (AUSTRALIA),9.3,1,48,2,5.05,24,28.5,v England,Southampton,03/09/15
MR Marsh (AUSTRALIA),4,1,35,1,8.75,35,24,v England,Southampton,03/09/15
GJ Maxwell (AUSTRALIA),6,0,29,1,4.83,29,36,v England,Southampton,03/09/15
MA Starc (AUSTRALIA),10,0,55,2,5.5,27.5,30,v England,Southampton,03/09/15
SR Watson (AUSTRALIA),8,0,39,2,4.87,19.5,24,v England,Southampton,03/09/15
NM Coulter-Nile (AUSTRALIA),8,1,50,1,6.25,50,48,v England,Lord's,05/09/15
PJ Cummins (AUSTRALIA),8.3,0,56,4,6.58,14,12.7,v England,Lord's,05/09/15
MR Marsh (AUSTRALIA),9,0,51,1,5.66,51,54,v England,Lord's,05/09/15
GJ Maxwell (AUSTRALIA),10,0,44,2,4.4,22,30,v England,Lord's,05/09/15
MA Starc (AUSTRALIA),7,0,35,1,5,35,42,v England,Lord's,05/09/15
AC Agar (AUSTRALIA),9,0,45,1,5,45,54,v England,Manchester,08/09/15
PJ Cummins (AUSTRALIA),10,1,50,2,5,25,30,v England,Manchester,08/09/15
MR Marsh (AUSTRALIA),5,0,28,0,5.6,-0,-0,v England,Manchester,08/09/15
GJ Maxwell (AUSTRALIA),10,0,56,2,5.6,28,30,v England,Manchester,08/09/15
JL Pattinson (AUSTRALIA),6,1,36,0,6,-0,-0,v England,Manchester,08/09/15
MA Starc (AUSTRALIA),10,0,79,1,7.9,79,60,v England,Manchester,08/09/15
PJ Cummins (AUSTRALIA),10,0,49,4,4.9,12.25,15,v England,Leeds,11/09/15
JW Hastings (AUSTRALIA),6.2,0,56,0,8.84,-0,-0,v England,Leeds,11/09/15
MR Marsh (AUSTRALIA),9,0,52,2,5.77,26,27,v England,Leeds,11/09/15
GJ Maxwell (AUSTRALIA),10,0,54,1,5.4,54,60,v England,Leeds,11/09/15
JL Pattinson (AUSTRALIA),9,0,73,0,8.11,-0,-0,v England,Leeds,11/09/15
MP Stoinis (AUSTRALIA),4,0,17,0,4.25,-0,-0,v England,Leeds,11/09/15
AC Agar (AUSTRALIA),2,0,12,1,6,12,12,v England,Manchester,13/09/15
PJ Cummins (AUSTRALIA),6,0,33,0,5.5,-0,-0,v England,Manchester,13/09/15
JW Hastings (AUSTRALIA),10,2,21,3,2.1,7,20,v England,Manchester,13/09/15
MR Marsh (AUSTRALIA),6,0,27,4,4.5,6.75,9,v England,Manchester,13/09/15
MA Starc (AUSTRALIA),9,1,44,1,4.88,44,54,v England,Manchester,13/09/15
R Ashwin (INDIA),4.4,0,14,1,3,14,28,v South Africa,Kanpur,11/10/15
STR Binny (INDIA),8,0,63,0,7.87,-0,-0,v South Africa,Kanpur,11/10/15
V Kohli (INDIA),0.2,0,1,0,3,-0,-0,v South Africa,Kanpur,11/10/15
B Kumar (INDIA),10,0,67,0,6.7,-0,-0,v South Africa,Kanpur,11/10/15
A Mishra (INDIA),10,0,47,2,4.7,23.5,30,v South Africa,Kanpur,11/10/15
SK Raina (INDIA),7,0,37,0,5.28,-0,-0,v South Africa,Kanpur,11/10/15
UT Yadav (INDIA),10,0,71,2,7.1,35.5,30,v South Africa,Kanpur,11/10/15
Harbhajan Singh (INDIA),10,0,51,2,5.1,25.5,30,v South Africa,Indore,14/10/15
B Kumar (INDIA),8.4,0,41,3,4.73,13.66,17.3,v South Africa,Indore,14/10/15
AR Patel (INDIA),10,0,39,3,3.9,13,20,v South Africa,Indore,14/10/15
SK Raina (INDIA),2,0,18,0,9,-0,-0,v South Africa,Indore,14/10/15
MM Sharma (INDIA),5,0,21,1,4.2,21,30,v South Africa,Indore,14/10/15
UT Yadav (INDIA),8,0,52,1,6.5,52,48,v South Africa,Indore,14/10/15
Harbhajan Singh (INDIA),10,0,41,1,4.1,41,60,v South Africa,Rajkot,18/10/15
B Kumar (INDIA),10,1,65,0,6.5,-0,-0,v South Africa,Rajkot,18/10/15
A Mishra (INDIA),10,0,38,1,3.8,38,60,v South Africa,Rajkot,18/10/15
AR Patel (INDIA),9,0,51,1,5.66,51,54,v South Africa,Rajkot,18/10/15
SK Raina (INDIA),2,0,13,0,6.5,-0,-0,v South Africa,Rajkot,18/10/15
MM Sharma (INDIA),9,0,62,2,6.88,31,27,v South Africa,Rajkot,18/10/15
Harbhajan Singh (INDIA),10,0,50,2,5,25,30,v South Africa,Chennai,22/10/15
B Kumar (INDIA),10,0,68,3,6.8,22.66,20,v South Africa,Chennai,22/10/15
A Mishra (INDIA),10,1,55,1,5.5,55,60,v South Africa,Chennai,22/10/15
AR Patel (INDIA),10,0,40,1,4,40,60,v South Africa,Chennai,22/10/15
MM Sharma (INDIA),10,0,48,1,4.8,48,60,v South Africa,Chennai,22/10/15
Harbhajan Singh (INDIA),10,0,70,1,7,70,60,v South Africa,Mumbai,25/10/15
V Kohli (INDIA),2,0,14,0,7,-0,-0,v South Africa,Mumbai,25/10/15
B Kumar (INDIA),10,0,106,1,10.6,106,60,v South Africa,Mumbai,25/10/15
A Mishra (INDIA),10,0,78,0,7.8,-0,-0,v South Africa,Mumbai,25/10/15
AR Patel (INDIA),8,0,65,0,8.12,-0,-0,v South Africa,Mumbai,25/10/15
SK Raina (INDIA),3,0,19,1,6.33,19,18,v South Africa,Mumbai,25/10/15
MM Sharma (INDIA),7,0,84,1,12,84,42,v South Africa,Mumbai,25/10/15
R Ashwin (INDIA),9,0,68,2,7.55,34,27,v Australia,Perth,12/01/16
SM Boland (AUSTRALIA),10,0,74,0,7.4,-0,-0,v India,Perth,12/01/16
JP Faulkner (AUSTRALIA),10,0,60,2,6,30,30,v India,Perth,12/01/16
JR Hazlewood (AUSTRALIA),10,0,41,1,4.1,41,60,v India,Perth,12/01/16
RA Jadeja (INDIA),9,0,61,0,6.77,-0,-0,v Australia,Perth,12/01/16
V Kohli (INDIA),2,0,13,0,6.5,-0,-0,v Australia,Perth,12/01/16
B Kumar (INDIA),9,0,42,0,4.66,-0,-0,v Australia,Perth,12/01/16
MR Marsh (AUSTRALIA),9,0,53,0,5.88,-0,-0,v India,Perth,12/01/16
GJ Maxwell (AUSTRALIA),3,0,22,0,7.33,-0,-0,v India,Perth,12/01/16
JS Paris (AUSTRALIA),8,0,53,0,6.62,-0,-0,v India,Perth,12/01/16
RG Sharma (INDIA),1,0,11,0,11,-0,-0,v Australia,Perth,12/01/16
BB Sran (INDIA),9.2,0,56,3,6,18.66,18.6,v Australia,Perth,12/01/16
UT Yadav (INDIA),10,0,54,0,5.4,-0,-0,v Australia,Perth,12/01/16
R Ashwin (INDIA),10,0,60,0,6,-0,-0,v Australia,Brisbane,15/01/16
SM Boland (AUSTRALIA),10,0,64,1,6.4,64,60,v India,Brisbane,15/01/16
JP Faulkner (AUSTRALIA),10,0,64,2,6.4,32,30,v India,Brisbane,15/01/16
JW Hastings (AUSTRALIA),8,0,46,1,5.75,46,48,v India,Brisbane,15/01/16
RA Jadeja (INDIA),9,0,50,1,5.55,50,54,v Australia,Brisbane,15/01/16
V Kohli (INDIA),1,0,7,0,7,-0,-0,v Australia,Brisbane,15/01/16
GJ Maxwell (AUSTRALIA),6,0,33,0,5.5,-0,-0,v India,Brisbane,15/01/16
JS Paris (AUSTRALIA),8,0,40,1,5,40,48,v India,Brisbane,15/01/16
KW Richardson (AUSTRALIA),8,1,61,0,7.62,-0,-0,v India,Brisbane,15/01/16
I Sharma (INDIA),10,0,60,1,6,60,60,v Australia,Brisbane,15/01/16
BB Sran (INDIA),9,1,51,0,5.66,-0,-0,v Australia,Brisbane,15/01/16
UT Yadav (INDIA),10,0,74,1,7.4,74,60,v Australia,Brisbane,15/01/16
SM Boland (AUSTRALIA),9,0,63,0,7,-0,-0,v India,Melbourne,17/01/16
R Dhawan (INDIA),6,0,33,0,5.5,-0,-0,v Australia,Melbourne,17/01/16
JP Faulkner (AUSTRALIA),10,0,63,1,6.3,63,60,v India,Melbourne,17/01/16
Gurkeerat Singh (INDIA),5,0,27,0,5.4,-0,-0,v Australia,Melbourne,17/01/16
JW Hastings (AUSTRALIA),10,0,58,4,5.8,14.5,15,v India,Melbourne,17/01/16
RA Jadeja (INDIA),10,0,49,2,4.9,24.5,30,v Australia,Melbourne,17/01/16
MR Marsh (AUSTRALIA),2,0,12,0,6,-0,-0,v India,Melbourne,17/01/16
GJ Maxwell (AUSTRALIA),9,0,46,0,5.11,-0,-0,v India,Melbourne,17/01/16
KW Richardson (AUSTRALIA),10,0,48,1,4.8,48,60,v India,Melbourne,17/01/16
I Sharma (INDIA),10,0,53,2,5.3,26.5,30,v Australia,Melbourne,17/01/16
BB Sran (INDIA),8,0,63,0,7.87,-0,-0,v Australia,Melbourne,17/01/16
UT Yadav (INDIA),9.5,0,68,2,6.91,34,29.5,v Australia,Melbourne,17/01/16
R Dhawan (INDIA),9,0,53,0,5.88,-0,-0,v Australia,Canberra,20/01/16
JP Faulkner (AUSTRALIA),7,0,48,0,6.85,-0,-0,v India,Canberra,20/01/16
Gurkeerat Singh (INDIA),3,0,24,0,8,-0,-0,v Australia,Canberra,20/01/16
JW Hastings (AUSTRALIA),10,0,50,2,5,25,30,v India,Canberra,20/01/16
RA Jadeja (INDIA),10,0,51,0,5.1,-0,-0,v Australia,Canberra,20/01/16
B Kumar (INDIA),8,0,69,0,8.62,-0,-0,v Australia,Canberra,20/01/16
NM Lyon (AUSTRALIA),10,0,76,1,7.6,76,60,v India,Canberra,20/01/16
MR Marsh (AUSTRALIA),9.2,0,55,2,5.89,27.5,28,v India,Canberra,20/01/16
GJ Maxwell (AUSTRALIA),1,0,10,0,10,-0,-0,v India,Canberra,20/01/16
KW Richardson (AUSTRALIA),10,1,68,5,6.8,13.6,12,v India,Canberra,20/01/16
I Sharma (INDIA),10,0,77,4,7.7,19.25,15,v Australia,Canberra,20/01/16
SPD Smith (AUSTRALIA),2,0,16,0,8,-0,-0,v India,Canberra,20/01/16
UT Yadav (INDIA),10,1,67,3,6.7,22.33,20,v Australia,Canberra,20/01/16
SM Boland (AUSTRALIA),10,0,58,0,5.8,-0,-0,v India,Sydney,23/01/16
JJ Bumrah (INDIA),10,0,40,2,4,20,30,v Australia,Sydney,23/01/16
R Dhawan (INDIA),10,0,74,1,7.4,74,60,v Australia,Sydney,23/01/16
JP Faulkner (AUSTRALIA),10,0,54,0,5.4,-0,-0,v India,Sydney,23/01/16
